name,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through,candidate_inactive,inactive_election_years
"BAKER, DANIEL",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-06,2019-03-06,2019-03-06,P00010686,2020,f,
"GIRDICH, SAMUEL",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-08,2019-03-08,2019-03-08,P00010728,2020,f,
"CLAYTON, CHRISTOPHER MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-09,2019-03-09,2019-03-09,P00010744,2020,f,
"BRADFORD, SCOTT",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-16,2019-03-16,2019-03-16,P00010835,2020,f,
"GILBERT, JOHN J",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-17,2019-03-17,2019-03-17,P00010843,2020,f,
"STAGGS, JAMIE LEON MR.",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-22,2019-03-22,2019-03-22,P00010942,2020,f,
"ELLINGER, MICHAEL A",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-03-25 21:06:42,2019-03-22,2019-03-22,2019-03-22,P00010967,2020,f,
"ROBB, SAMUEL JOSPEH",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-07-01 21:10:58,2019-03-25,2019-03-25,2019-03-25,P00010983,2020,f,
"BIEDERMAN, FELIX",P,President,VET,VETERANS PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-28,2019-03-28,2019-03-28,P00011098,2020,f,
"DREWERY, ELLIS W",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-29,2019-03-29,2019-03-29,P00011155,2020,f,
"HOWARD, SHAWN W",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-30,2019-03-30,2019-03-30,P00011189,2020,f,
"COLOPY, TIMOTHY MATTHEW MR.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-03-31,2019-03-31,2019-03-31,P00011213,2020,f,
"DAVIS, MARIA HARPER MRS",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-04-04,2019-04-04,2019-04-04,P00011270,2020,f,
"KIEHL, STUART LEE MR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-04-09 21:06:31,2019-04-05,2019-07-21,2019-04-05,P00011288,2020,f,
"RYAN, TIMOTHY J.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-16 21:17:30,2019-04-11,2019-04-11,2019-04-11,P00011338,2020,f,
"BROWN, DORIS J.W.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-15,2019-04-19,2019-04-19,P00011429,2020,f,
"LATHAM, CHARLENE YVETTE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-20,2019-05-09,2019-04-20,P00011528,2020,f,
"HULL, MICKY K",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-22,2019-05-09,2019-04-22,P00011544,2020,f,
"MAKORI, KISARE O MR",P,President,CRV,CONSERVATIVE PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-29,2019-04-29,2019-04-29,P00011700,2020,f,
"DUGGINS, SHAWN ERIN REVEREND I",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-04-30,2019-04-30,2019-04-30,P00011734,2020,f,
"ANDERSON, CONTESSA COURTNEY",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-04,2019-05-04,2019-05-04,P00011817,2020,f,
"MOODY, TYRONE G MR JR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-09,2019-05-09,2019-05-09,P00011932,2020,f,
"CHARLES, MARK R.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-07-16 21:17:30,2019-05-15,2019-05-15,2019-05-15,P00012039,2020,f,
"VOHRA, ARVIN MR.",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-15,2019-05-15,2019-05-15,P00012047,2020,f,
"MCCARTHY, PATRICK",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-16,2019-05-16,2019-05-16,P00012062,2020,f,
"HASTING, VECTOR PATH",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-25,2019-05-25,2019-05-25,P00012161,2020,f,
"MARRON, DEBORAH ANN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-05-31,2019-05-31,2019-05-31,P00012229,2020,f,
"FRISHBERG, DANIEL SHOLOM",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-06-10 21:08:12,2019-06-07,2019-06-07,2019-06-07,P00012294,2020,f,
"MADRIGAL DE PANCHO VILLA, RAY",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-14,2019-06-14,2019-06-14,P00012385,2020,f,
"CARSWELL, SAMUEL ALEXANDER MR",P,President,AKI,ALASKAN INDEPENDENCE PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-25,2019-07-09,2019-06-25,P00012468,2020,f,
"HAZZARD, SHANNON M",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-06-25,2019-06-25,2019-06-25,P00012484,2020,f,
"SUPREME, VERMIN LOVE",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-10-29 21:19:43,2019-06-26,2019-06-26,2019-06-26,P00012492,2020,f,
"SESTAK, JOSEPH A JR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2019-10-29 21:19:43,2019-07-01,2019-07-01,2019-07-01,P00012567,2020,f,
"OTTINGER, KEITH",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-02 21:09:57,2019-07-01,2019-07-01,2019-07-01,P00012575,2020,f,
"WALKER, FRAN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-01,2019-07-22,2019-07-01,P00012609,2020,f,
"SHELLY, PAUL M MR. JR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-02,2019-07-02,2019-07-02,P00012617,2020,f,
"SUNDERBRUCH, NICHOLAS T",P,President,COM,COMMUNIST PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-03,2019-07-22,2019-07-03,P00012625,2020,f,
"PETER, JOSHUA THOMAS MR.",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-03 21:09:36,2019-07-08,2019-07-29,2019-07-29,P00012658,2020,f,
"LYNCH, LORRAINE F.",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-11 21:04:33,2019-07-08,2019-08-10,2019-08-10,P00012674,2020,f,
"DEVINE, BOB",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-09,2019-07-22,2019-07-09,P00012682,2020,f,
"NETTLETON, FREDERICK CAMIGLA MR SENIOR",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-10,2019-07-10,2019-07-10,P00012757,2020,f,
"LO, ERLYNDON",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-11,2019-07-22,2019-07-11,P00012765,2020,f,
"BELLAR, BARBARA RUTH DR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-02-04 21:27:31,2019-07-14,2019-07-14,2019-07-14,P00012799,2020,f,
"DOWNARD, JEFFREY BRIAN DR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-07-19,2019-08-14,2019-08-14,P00012872,2020,f,
"OSTERBACH, RACHEL PEGGY",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-07-23 21:24:02,2019-07-21,2019-07-21,2019-07-21,P00012880,2020,f,
"YORK, SCOOTER",P,President,SWP,SOCIALIST WORKERS PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-07-23,2019-07-23,2019-07-23,P00012898,2020,f,
"BARNES, AUDWIN AUGUSTUS",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-07-24,2019-09-11,2019-09-11,P00012922,2020,f,
"RESCH, SUSAN PATRICIA",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-05,2019-09-06,2019-08-05,P00013029,2020,f,
"INVICTUS, AUGUSTUS",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-06,2019-08-16,2019-08-16,P00013037,2020,f,
"THOMAS, OATICE MITCHELL MR.",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-07,2019-08-07,2019-08-07,P00013052,2020,f,
"MATHEWS, JONATHAN DAVID MR",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-23 22:05:29,2019-08-21,2019-08-21,2019-08-21,P00013219,2020,f,
"LABITAN, CESAR BUD MIKELS JR. MD MBA",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-08-26 21:08:56,2019-08-23,2019-08-23,2019-08-23,P00013243,2020,f,
"ROLDE, DAVID",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-02-04 21:27:31,2019-08-27,2019-08-27,2019-08-27,P00013292,2020,f,
"ESTEPP, AMANDA",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-09-03,2019-09-03,2019-09-03,P00013375,2020,f,
"MCKEE, TRAVIS W",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-09-08,2019-09-08,2019-09-08,P00013441,2020,f,
"GAMBINO, CRUSIFICIO AARON EVERETT MR.",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-11 21:16:35,2019-09-10,2019-09-19,2019-09-10,P00013490,2020,f,
"JONES, SHAWN",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-18 21:12:14,2019-09-07,2019-09-20,2019-09-07,P00013540,2020,f,
"WYSINGER, DEMETRA JEFFERSON",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-18 21:12:14,2019-09-14,2019-09-14,2019-09-14,P00013581,2020,f,
"JONES, CAMERON KN MR",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-18 21:12:14,2019-09-16,2019-09-16,2019-09-16,P00013599,2020,f,
"SMITH, JASON DALE",P,President,IAP,INDEPENDENT AMERICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-09-18 21:12:14,2019-09-16,2019-11-12,2019-09-16,P00013607,2020,f,
"CARROLL, BRIAN T",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-01,2019-10-01,2019-10-01,P00013771,2020,f,
"HOOPER, ARI",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-03,2019-11-12,2019-10-03,P00013789,2020,f,
"HOLTON, LORI ANNE MS.",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-07,2019-10-07,2019-10-07,P00013805,2020,f,
"KRUPKIN, ALEX",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-03,2019-10-03,2019-10-03,P00013839,2020,f,
"HARRIS, ALEXANDER BRADSHAW",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-08,2019-11-12,2019-10-08,P00013847,2020,f,
"LIFE, CHRISTOPHER",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-09,2019-10-09,2019-10-09,P00013870,2020,f,
"MICHAEL, TODD",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-10,2019-10-10,2019-10-10,P00013896,2020,f,
"JONES, KEITH",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-18 21:29:17,2019-10-16,2019-10-16,2019-10-16,P00013953,2020,f,
"HALCOMB, ANASTASIA JOVE'",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-25 21:28:14,2019-10-22,2019-10-22,2019-10-22,P00014068,2020,f,
"BURD, ZACHARY",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-28 21:14:23,2019-10-25,2019-10-25,2019-10-25,P00014092,2020,f,
"ARNOLD, EUGENE NATHANIEL MR. III",P,President,W,WRITE-IN,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-10-28 21:14:23,2019-10-25,2019-10-25,2019-10-25,P00014118,2020,f,
"TERNAY, ANDRW CHRISTOPHER",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-10-28,2019-10-28,2019-10-28,P00014142,2020,f,
"VITTATO, KRISJIANNIS",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-10-30,2019-10-30,2019-10-30,P00014183,2020,f,
"ZOOK, DARREN CHRISTOPHER",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-11-03,2019-11-03,2019-11-03,P00014217,2020,f,
"NEWTON, CLARICE FAYE",P,President,APF,AMERICAN PEOPLE'S FREEDOM PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-11-03,2019-11-26,2019-11-03,P00014225,2020,f,
"CRAMER, NICHOLAS JAY",P,President,NPA,NO PARTY AFFILIATION,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-11-05,2019-11-05,2019-11-05,P00014233,2020,f,
"TUCKER, LATONYA DENISE MRS",P,President,CIT,CITIZENS' PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-11-07,2019-11-07,2019-11-07,P00014258,2020,f,
"STRAVAGAR, MAX",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-13 21:09:51,2019-11-08,2019-11-08,2019-11-08,P00014266,2020,f,
"BUCHSER-LOCHOCKI, SUSAN",P,President,GRE,GREEN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-02-04 21:27:31,2019-11-13,2019-12-04,2019-12-04,P00014357,2020,f,
"GYURKO, ZOLTAN ISTVAN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-02-04 21:27:31,2019-11-13,2019-12-15,2019-12-02,P00014381,2020,f,
"CLEMENT, MARY",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-25 21:06:05,2019-11-13,2019-11-13,2019-11-13,P00014399,2020,f,
"DAVIS, COURTNEY DEWITT MR",P,President,IDP,INDEPENDENCE PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-25 21:06:05,2019-11-14,2019-11-26,2019-11-14,P00014423,2020,f,
"PELTIER, LEONARD",P,President,PAF,PEACE AND FREEDOM,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-11-25 21:06:05,2019-11-15,2019-12-02,2019-11-15,P00014464,2020,f,
"WILSON, GEORGE A MR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-06-18 21:24:05,2019-11-16,2020-06-17,2020-06-17,P00014472,2020,f,
"SHERROD, JACOB MICHAEL",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-11-25,2019-12-23,2019-11-25,P00014597,2020,f,
"DE LA FUENTE, ROQUE III",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},C,C,Challenger,2020-04-02 23:41:58,2019-11-29,2019-11-30,2019-11-30,P00014613,2020,f,
"DERN, ROBIN",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-01,2019-12-01,2019-12-01,P00014639,2020,f,
"D?AMICO, SAMUEL NICHOLAS MR",P,President,REF,REFORM PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-03,2019-12-03,2019-12-03,P00014670,2020,f,
"RESSLER, CLAYTON CHARLES",P,President,NON,NON-PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-09,2019-12-09,2019-12-09,P00014779,2020,f,
"WELCH, PAUL LENHART",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-25,2019-12-26,2019-12-25,P00014910,2020,f,
"MCCARTNEY, THOMAS",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2019-12-30 21:08:41,2019-12-29,2019-12-29,2019-12-29,P00014969,2020,f,
"CLEMENTE, GARY CARMEN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-03 21:09:36,2019-12-30,2019-12-30,2019-12-30,P00014985,2020,f,
"GOODE, DAVID BRYAN MR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-02,2020-01-02,2020-01-02,P00015008,2020,f,
"LETNEY, BRAD ALLEN",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-03,2020-01-14,2020-01-03,P00015024,2020,f,
"ARDELEANU, SORINNE FRIEDA",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-06-03 21:11:08,2020-01-09,2020-06-03,2020-06-03,P00015081,2020,f,
"RODEO, KENNY",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-13,2020-01-13,2020-01-13,P00015131,2020,f,
"XIMENEZ, NICHOLAS",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-16,2020-01-16,2020-01-16,P00015198,2020,f,
"WILLIAMS JR, ANDY",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-01-31 21:11:28,2020-01-27,2020-01-27,2020-01-27,P00015271,2020,f,
"JONES, MARVIN D",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-14 21:29:08,2020-01-31,2020-01-31,2020-01-31,P00015313,2020,f,
"DUKE, JESSE WALKER",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-14 21:29:08,2020-02-03,2020-02-03,2020-02-03,P00015339,2020,f,
"DIR, HOPE ELAINE",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-14 21:29:08,2020-02-03,2020-02-13,2020-02-03,P00015347,2020,f,
"KELLY, NATHAN DOUGLAS MR ""NATHANAEL""",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-14 21:29:08,2020-01-30,2020-02-12,2020-01-30,P00015370,2020,f,
"COSME, SEBASTIAN OSCAR",P,President,AIC,AMERICAN INDEPENDENT CONSERVATIVE,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-14 21:29:08,2020-02-10,2020-02-10,2020-02-10,P00015412,2020,f,
"GUNFISH, DAVY",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-14 21:29:08,2020-02-11,2020-03-02,2020-02-11,P00015446,2020,f,
"WEED, MATTHEW",P,President,AIP,AMERICAN INDEPENDENT PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-02-27 22:00:38,2020-02-20,2020-02-20,2020-02-20,P00015503,2020,f,
"POWELL, GARRETT",P,President,REP,REPUBLICAN PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-03-10 21:13:49,2020-03-03,2020-03-03,2020-03-03,P00015628,2020,f,
"MEIKLE, MARCUS EBENEZER MR.",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-03-10 21:13:49,2020-03-04,2020-05-07,2020-03-04,P00015644,2020,f,
"ALAMEDA, JENNIFER",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-03-18 21:13:37,2020-03-13,2020-03-13,2020-03-13,P00015693,2020,f,
"SCOLLAN, MICHAEL",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-03-18 21:13:37,2020-03-17,2020-05-07,2020-03-17,P00015719,2020,f,
"RILEY, JOHN PAUL",P,President,NNE,NONE,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-06,2020-04-06,2020-04-06,P00015792,2020,f,
"CHRYSTAL, SHAWN MICHAEL",P,President,VET,VETERANS PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-08,2020-04-13,2020-04-08,P00015842,2020,f,
"MERCAUTO, JOHN JOSEPH FRANCIS",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-09,2020-04-09,2020-04-09,P00015859,2020,f,
"ANFANG, MICHAEL",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-14,2020-04-14,2020-04-14,P00015909,2020,f,
"STORM, MICHELLE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-04-26,2020-05-27,2020-04-26,P00015966,2020,f,
"DILLINGHAM, NIRVANA JET DR.",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-05 21:11:57,2020-05-02,2020-05-27,2020-05-02,P00015990,2020,f,
"MOORE, R. DENNIS",P,President,DEM,DEMOCRATIC PARTY,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-19 21:17:44,2020-05-07,2020-05-07,2020-05-07,P00016048,2020,f,
"AMASH, JUSTIN",P,President,LIB,LIBERTARIAN PARTY,US,00,0,{00},{2020},{2020},N,,,2020-07-01 21:10:58,2020-04-30,2020-05-08,2020-05-08,P00016063,2020,f,
"AGADIR, JAWAD DRMR. SIR.",P,President,UNK,UNKNOWN,US,00,0,{00},{2020},{2020},N,C,Challenger,2020-05-19 21:17:44,2020-05-08,2020-05-27,2020-05-08,P00016089,2020,f,
"MUKAMAL, THEODORE",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,,,2020-05-20 21:11:32,2020-05-20,2020-05-20,2020-05-20,P00016121,2020,f,
"MU?OZ, HEATHER DR.",P,President,UN,UNAFFILIATED,US,00,0,{00},{2020},{2020},N,,,2020-05-24 21:08:28,2020-05-24,2020-05-24,2020-05-24,P00016147,2020,f,
"FARMS, WILLIAM BRENDAN MR",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,,,2020-06-24 21:17:17,2020-06-24,2020-06-24,2020-06-24,P00016311,2020,f,
"NICHOLS, KEENAN INVICTUS",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,,,2020-06-25 21:21:33,2020-06-18,2020-06-18,2020-06-18,P00016352,2020,f,
"CONKLIN, CLAYTON ROSS",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,,,2020-07-05 21:08:58,2020-07-04,2020-07-04,2020-07-04,P00016444,2020,f,
"ADALIA, ZOILO MR",P,President,DGR,DESERT GREEN PARTY,US,00,0,{00},{2020},{2020},N,,,2020-07-05 21:08:58,2020-07-04,2020-07-07,2020-07-07,P00016469,2020,f,
"ELROD, VONRYAN",P,President,IND,INDEPENDENT,US,00,0,{00},{2020},{2020},N,,,2020-07-05 21:08:58,2020-07-05,2020-07-05,2020-07-05,P00016485,2020,f,
"MOM, YOUR",P,President,OTH,OTHER,US,00,0,{00},{2020},{2020},N,,,2020-07-06 21:17:31,2020-07-05,2020-07-05,2020-07-05,P00016501,2020,f,
"CISNEROS, CESAR",P,President,REP,REPUBLICAN PARTY,US,00,0,"{00,00}","{2012,2020}","{2012,2014,2018,2020}",N,C,Challenger,2019-01-28 21:05:11,2010-12-30,2017-03-27,2017-03-27,P20002390,2020,f,
"TITTLE, SHEILA SAMM MPRESIDENT",P,President,IND,INDEPENDENT,US,00,0,"{00,00,00}","{2012,2016,2020}","{2012,2014,2016,2020}",C,C,Challenger,2020-06-02 21:10:21,2011-04-08,2020-06-02,2020-06-02,P20002630,2020,f,
"O'NEILL, PAUL ROBERT",P,President,UNK,UNKNOWN,US,00,0,"{00,00}","{2012,2020}","{2012,2014,2016,2020}",N,C,Challenger,2019-06-10 21:08:12,2012-03-19,2019-06-07,2019-06-07,P20004818,2020,f,
